record_id|employee_id|record_date|hours_worked|overtime_hours|performance_score|attendance_status|bonus_amount|salary_paid
3346|1313|28/05/24|140.5|10.1|2.5|Remote|6675.38|177596.91
3347|1665|08/07/24|190.5|14.2||PRESENT|0|783253.53
3348|1762|25/06/24|176.4|6.9|4.4|Present|0|345460.76
3349|1832|02-04-2023|150.8|22.8|1.1|PRESENT|44291.94|715575.74
3350|1296|04/08/23|172.7||3.6|Leave|0|812643.85
3351|1270|2020-03-21|185.7|8.9|4.0|Present|0|214553.71
3352|1544|13/04/23|143.8|10.6|1.9|PRESENT|0|378571.18
3353|1700|October 15, 2022|136.9|21.2|1.3|Present|0|755292.03
3354|1667|08/19/2023|136.5|2.9|4.7|present|0|903190.36
3355|1786|21/01/18|179.7|2.0|4.8|present|46406.62|472355.16
3356|1254|2021-05-25|134.5|8.1|2.0|Remote|0|244408.03
3357|1546|14/09/23|-5.0|11.0|4.2|Absent|0|795999.8
3358|1277|January 11, 2021|133.6|15.6|4.9|Present|0|410139.41
3359|1038|2023-11-06|-5.0|9.0|3.1|Absent|0|716522.0
3360|1812|2021-07-13|132.9||4.9|present|0|
3361|1619|21-08-2024||19.6|3.0|Absent|505.45|726512.0
3362|1367|02/15/2023|173.1|17.8|3.3|Remote|0|161011.41
3363|1190|27/09/20|163.0|0.2|3.7|absent |0|186796.14
3364|1458|22-Aug-2024|133.6|10.2|3.2|Present|0|222368.92
3365|1112|09/19/2020|190.3|1.7||Remote|0|175228.83
3366|1280|September 03, 2020|166.6|16.0|2.7|Present|0|541343.98
3367|1078|05/11/2019|-5.0|14.7||Absent|0|277241.33
3368|1099|April 16, 2021|188.6|10.4|3.8|present|0|528116.32
3369|1729|04-May-2020|187.3|24.4|3.2|Absent|0|324842.22
3370|1359|2024-01-24|140.9|22.5|2.8|Present|0|373368.43
3371|1444|18-Feb-2023|144.2|11.3|3.3|PRESENT|0|409543.7
3372|1710|05/03/23|139.3|19.2|2.9|Present|14034.35|541510.34
3373|1562|09-Jan-2018|199.1|11.6|1.5|Leave|0|168114.05
3374|1086|02-09-2021|140.4|18.4|2.9|Present|0|648818.58
3375|1516|13-08-2020|167.1|3.4|2.8|Present|0|832415.44
3376|1777|2018-07-10|139.8|20.2|2.6|present|0|526025.61
3377|1527|28/08/22|177.8|24.7|2.5|Absent|0|467647.5
3378|1222|2018-08-21|185.3|22.9|2.5|Present|0|701324.3
3379|1290|15-Aug-2024|173.1|15.4|1.6|Leave|0|566330.76
3380|1636|2024-11-19|161.9|18.6|3.9|present|26656.98|283225.05
3381|1681|12/03/2021|131.6|1.4|2.2|absent |776.56|371834.76
3382|1727|04/09/2024|175.7|16.6|2.4|Absent|0|474328.1
3383|1406|26-05-2021|169.9|11.3|3.1|Leave|22703.21|670301.46
3384|1004|2023-03-03|150.0|4.2|2.3|Present|0|269229.71
3385|1255|06/12/2022|170.8|14.7|3.9|Present|0|452500.8
3386|1244|26/07/20|180.4|17.6|1.4|absent |0|236323.14
3387|1450|25-Aug-2023|161.6|4.1|1.6|Absent|0|198295.62
3388|1077|12/08/2020|189.1|9.4|4.0|Present|22301.43|818456.89
3389|1173|06/27/2022|176.7|8.3|1.1|absent |0|
3390|1030|2023-12-25|191.9|0.6||PRESENT|0|738290.09
3391|1766|24/03/19|169.8|0.2|2.4|Present|0|926689.82
3392|1073|15-10-2018|173.8|4.8||Present|36194.46|546373.18
3393|1618|09/11/19|189.6|3.0|1.8|present|37478.18|504168.6
3394|1162|18/09/24|177.0|15.5|4.5|Absent|0|864596.11
3395|1096|2016-12-07|147.8|23.0|3.2|Absent|0|912577.34
3396|1272|2022-09-14|173.1|0.3|4.9|Present|0|763741.66
3397|1416|24-Oct-2021|178.8|21.1|1.9|Absent|29062.79|451287.76
3398|1698|2019-12-12|173.4|3.8|1.4|Present|0|633229.51
3399|1648|December 13, 2023|167.7|9.7|1.3|Present||924057.81
3400|1438|03/05/2018|147.6|16.9|2.0|Present|0|623477.94
3401|1376|06/11/2020|121.6|3.0|1.8|absent |0|758910.9
3402|1475|11-Mar-2021|179.5|14.3|4.2|Leave|48175.02|
3403|1323|20-Nov-2020|145.3|4.1|2.0|Present|0|760760.22
3404|1418|11/13/2020|-5.0|9.0|3.7|Present|0|745145.65
3405|1201|05/06/2019|125.2|1.5|4.7|Absent|0|592615.75
3406|1069|21-01-2019|194.7|5.5|3.0|absent |0|250373.81
3407|1625|10-Oct-2018|127.9|24.8|3.3|Leave|0|863235.88
3408|1646|02/09/2023|149.3||2.0|PRESENT|20514.45|724666.83
3409|1808|25-11-2022|163.9|14.8|2.8|absent |0|719297.46
3410|1710|2024-11-27|178.3|15.3|3.6|Absent|0|872967.48
3411|1524|06-Apr-2020|190.9|14.8|4.3|Present|47797.52|295950.29
3412|1428|06-Mar-2019|182.0|23.4|2.3|present||169526.28
3413|1716|20-Sep-2022|121.0|21.5|4.0|present|3587.46|270248.64
3414|1390|11/19/2020|198.7|10.7||Remote|0|460759.74
3415|1284|2016-08-13|175.5|2.9|3.7|Present|0|446224.85
3416|1395|2017-09-28|170.4|13.3|1.6|Remote|10800.19|838011.51
3417|1815|08/01/2019|163.7|12.1|2.6|Remote|0|580392.9
3418|1252|01/09/19|125.9|3.9|4.1|Present|0|291867.82
3419|1028|March 14, 2018|129.1|5.4|2.9|Present|0|579270.36
3420|1202|10/17/2019|152.7|9.9|1.7|Present|0|377932.09
3421|1028|15-May-2018|152.3|18.9|1.6|Present|0|
3422|1436|August 28, 2024|167.7|15.5||absent |0|565586.47
3423|1140|17-08-2018|151.2|16.6|4.7|Remote|0|500493.55
3424|1246|2022-12-03|193.1|8.6|3.8|Remote|0|498862.65
3425|1704|07/01/2023|162.5|0.6|5.0|Present|8160.12|189023.02
3426|1503|23-Apr-2019|172.2|15.1|2.1|absent |0|259016.04
3427|1433|2024-08-04|150.2|6.2||Present|26027.44|816517.77
3428|1110|19-Feb-2020|170.3|24.2|1.6|present|22713.98|881655.04
3429|1067|01/16/2022|163.0|14.8|2.2|absent |0|818306.24
3430|1537|05/25/2023|132.6|1.1||Leave|43418.27|260544.63
3431|1717|28-Apr-2024|183.0|17.7|1.3|absent |0|275282.17
3432|1651|03/04/2023|160.5|9.0|2.6|Present|0|902767.4
3433|1118|15-10-2024||1.7|2.7|PRESENT|44909.27|333470.45
3434|1107|16-09-2023|187.8|18.4|3.9|present|0|762667.45
3435|1559|02-11-2016|126.3|23.0|2.7|Present|0|174462.77
3436|1276|11/13/2023|162.2|9.2|2.8|Leave|0|431774.23
3437|1068|02-03-2022|198.8|10.8|2.5|Present|0|726869.17
3438|1320|06-02-2018|178.9|5.2|4.1|Leave|24346.39|350662.13
3439|1845|05-02-2021|-5.0|8.0|1.7|Present|0|703286.08
3440|1507|April 19, 2022|121.6|17.9|3.7|Present|0|942351.29
3441|1678|19-May-2023|122.5|19.1|4.1|Present|34995.99|779921.52
3442|1024|01-Jul-2024|176.4|16.3|4.8|Present|0|312863.58
3443|1785|2018-05-08|124.9|21.7|1.7|Leave|0|341942.0
3444|1383|05-Sep-2023|181.2|7.5|1.8|Present|0|178204.45
3445|1683|May 01, 2020|183.7|2.8|2.7|Absent|2326.2|552531.13
3446|1212|July 10, 2022|148.6|13.7|4.3|present|0|632816.82
3447|1673|10/08/2023|152.7|2.3|1.6|Remote|0|646470.33
3448|1643|05-11-2024|200.0|13.5||PRESENT||230436.06
3449|1288|January 07, 2018|158.3|16.8|4.3|Present|0|374742.55
3450|1116|20/05/22|196.5|19.6||absent |0|692521.15
3451|1322|2021-12-28|128.2|18.9|4.4|Remote|0|924529.65
3452|1442|October 05, 2021|147.4|15.0|3.0|Remote|43691.14|356840.16
3453|1559|27/10/22|172.4|9.3|2.5|Remote|29744.28|484710.43
3454|1143|12/24/2021|180.7|15.0|2.6|Leave|5904.92|454881.35
3455|1177|09/16/2017|190.8|10.0|4.0|absent |0|915183.81
3456|1355|19-Nov-2020|147.7|11.0|4.0|PRESENT|0|443168.56
3457|1544|09-Jan-2024|155.1|5.6|4.4|Present|18270.09|353937.88
3458|1807|12/04/22|129.7|2.9||absent |0|183564.24
3459|1627|2022-09-06|141.3|9.9||Present|7270.39|156752.84
3460|1274|02/27/2024|123.6|6.8|1.6|Remote|21711.99|681913.07
3461|1168|27/06/22|199.6|9.2||PRESENT|0|
3462|1143|23/06/16|178.2|17.8|3.7|Present|0|648501.9
3463|1846|01/09/20|-5.0|16.3|1.1|Absent|0|295405.16
3464|1691|21/06/18|169.7||1.5|PRESENT|0|340368.02
3465|1721|06/10/2024|164.2|13.2|3.4|Present|0|641324.58
3466|1479|October 24, 2018||3.5|3.0|Present|0|667861.0
3467|1555|2022-02-12|190.0|11.3|2.9|Leave|0|237730.33
3468|1191|04-Apr-2024|171.5|16.0|2.1|Present|0|664718.4
3469|1223|16/03/23|133.9|22.9|3.5|PRESENT|32254.02|
3470|1618|December 27, 2024|140.6|0.4|4.4|Present|42553.7|941568.61
3471|1363|07/04/23|145.0|6.7|2.9|Present|0|272062.92
3472|1472|22-Oct-2024|127.3|5.0|1.8|absent |39147.24|559559.24
3473|1244|02/26/2017|150.1|2.6|5.0|Present|38456.81|451228.38
3474|1140|02/09/2019|128.9||1.0|Leave|0|897820.94
3475|1109|12-06-2021|174.2|0.9|1.5|Present|34914.35|706260.63
3476|1046|12/19/2016|144.9|23.8|2.6|Leave|79.11|490871.73
3477|1744|01-01-2022|169.6|9.8|1.1|Leave|0|311646.8
3478|1292|10/09/24|-5.0|20.4|3.0|Present|0|783736.26
3479|1672|06-Apr-2021|166.5|12.1|1.3|present|0|174066.35
3480|1226|July 10, 2021|137.1|6.8|4.2|absent |0|879113.51
3481|1162|March 25, 2019||10.4|1.8|Absent|43008.2|696732.85
3482|1091|05/27/2016|141.3|21.4|3.6|PRESENT|43233.68|304193.3
3483|1623|10/10/24|174.6|2.7|1.3|present|0|687559.39
3484|1126|03/05/2024|186.0|6.6|4.7|present|31552.66|349412.46
3485|1753|14/04/24|142.8|8.3||PRESENT|13814.37|788565.95
3486|1201|February 22, 2017|154.5|17.8|2.4|PRESENT|0|694528.93
3487|1639|September 11, 2023|159.8|0.4|4.0|present|0|250711.52
3488|1816|07/26/2023|185.8|15.5|5.0|Remote|0|777740.57
3489|1250|January 18, 2022|182.1|10.9|1.0|Remote|0|426870.8
3490|1463|03-03-2023||24.4|1.2|Leave|0|900551.94
3491|1681|October 09, 2022|122.5|17.8|3.8|Present|42773.04|543398.02
3492|1815|04/13/2020|151.0|9.6|2.6|Leave|0|398781.0
3493|1771|17-Nov-2023|146.7|3.6|2.5|Remote|0|774117.74
3494|1085|18-12-2019|181.3|20.5|3.7|Present|0|206209.98
3495|1371|10-03-2021|147.0|24.6||Present|0|351860.66
3496|1397|2020-04-05|176.8|1.7|1.0|PRESENT|0|577835.98
3497|1091|2019-09-26|193.6|7.3|1.4|present|0|664356.5
3498|1293|02/09/22|154.5|9.3|1.8|PRESENT|0|731489.71
3499|1720|May 24, 2024|169.1|21.4|4.9|PRESENT|0|760009.36
3500|1538|05/25/2020|124.0|4.2|3.3|Leave|0|626667.16
3501|1786|01/03/2023|166.3|3.6|1.5|Leave|0|645674.3
3502|1664|18-09-2022|194.5|24.6|3.4|PRESENT|0|386560.56
3503|1513|2018-10-15|186.3|13.2|2.6|Absent|40536.4|817348.5
3504|1230|21-04-2020|175.7|8.7|5.0|Present|0|174860.33
3505|1082|09/08/19|126.1||3.2|absent ||611709.31
3506|1688|20-12-2022||1.0||Leave|0|431655.16
3507|1537|2021-06-01|139.3|13.2|3.4|present|0|925909.25
3508|1099|01-Dec-2021|185.9|1.0|3.5|Absent|0|927303.72
3509|1849|04-09-2024|175.4|9.2|4.5|present|15069.77|627546.42
3510|1225|October 15, 2021|183.6|6.6|3.7|Remote|6150.36|182946.04
3511|1112|2019-03-17|185.8|15.1|4.1|Leave|39359.18|316674.61
3512|1466|14-Jun-2023|148.1|15.8|3.5|Absent|0|536722.54
3513|1421|04-05-2016|194.5|19.1|1.1|Remote|0|595971.13
3514|1528|2019-07-13|128.1|0.5|1.8|absent |0|609038.05
3515|1159|01/04/22||23.8||Remote|0|564965.99
3516|1530|16/08/23|142.1|11.2|3.6|Present|0|416490.1
3517|1301|26-03-2018|162.7||1.8|Present|0|839685.01
3518|1492|10/03/2021|125.5|5.4|3.8|Remote|0|825939.75
3519|1363|July 24, 2016|199.6|11.6|2.2|Present|0|900125.84
3520|1559|17-Sep-2020|198.0|3.6|4.3|Present|0|799720.04
3521|1127|July 11, 2019|143.5|21.5|2.5|Present|0|919251.36
3522|1845|2023-07-12|121.5|14.1|1.3|Leave|0|911582.91
3523|1835|16/09/23|147.9|15.1|3.0|present|0|233338.5
3524|1814|2023-07-01|126.7|3.1|4.1|Present|0|652936.53
3525|1059|26/02/18|124.0|9.1|4.9|Remote|0|
3526|1741|02-01-2023|154.2|8.1|3.1|Present|34446.38|252305.6
3527|1528|23-02-2019|146.6|4.7||Leave|0|482951.56
3528|1677|2022-05-01|148.9|1.9|3.8|PRESENT|2629.81|947923.85
3529|1100|06/04/22|150.0|2.0|1.5|Leave|0|412629.89
3530|1347|07-04-2022||5.4|3.0|absent |33468.8|912911.13
3531|1490|2017-12-21|151.2|9.3|2.6|present|0|605596.17
3532|1283|11/10/21|162.7|8.3|2.1|Remote|0|200615.94
3533|1399|20-Mar-2024|143.0|13.0|4.5|Present|0|450351.67
3534|1392|21-Feb-2018|149.9|2.9|1.8|Remote|0|795956.6
3535|1014|January 23, 2016|138.3|22.3|1.2|PRESENT|0|328512.48
3536|1534|2018-10-20|170.6|14.3|2.9|Remote|0|655114.21
3537|1466|2021-08-16|127.3|19.5|1.8|present|35740.52|807517.19
3538|1496|16-May-2024|130.4|22.9|1.5|Present|0|603229.55
3539|1593|03-10-2023|199.9|0.4|1.2|Present|0|313372.6
3540|1742|March 13, 2024|161.2|25.0|1.6|Present|0|387104.08
3541|1683|May 10, 2024|130.3|18.6|2.5|Present|11349.07|593093.34
3542|1785|2021-12-10|131.9|1.8|2.1|Present|0|537344.38
3543|1274|03/07/21|194.8|21.1|2.3|Present|0|720946.85
3544|1431|January 28, 2024|152.0|6.7||present|0|888957.77
3545|1807|08-Apr-2017|187.7|4.5|3.6|Present|22325.31|665345.81
3546|1170|28-Jul-2022|163.5|0.4|1.9|Present|49176.93|304164.3
3547|1346|11/08/2018|178.1|23.3|4.7|Absent|4175.9|603788.52
3548|1406|23-Apr-2020|165.5|9.5|4.4|Present|22386.36|470162.12
3549|1623|December 19, 2016|139.3|8.7|1.2|Present|0|416510.4
3550|1727|07-Jan-2019|142.3||2.8|Present|0|919692.19
3551|1449|July 28, 2021|138.8|14.8|3.9|Absent||611203.78
3552|1316|2023-07-03|126.9||1.3|present|0|639717.9
3553|1390|18/09/23|139.7|21.5|4.3|Present|0|423241.47
3554|1684|11/12/2022|170.5|23.7|2.5|Present|0|752744.29
3555|1714|24-04-2022|131.2|13.5|4.2|Leave|0|898546.82
3556|1752|2018-06-15|-5.0|14.4|3.7|Present|46983.78|
3557|1190|August 12, 2020|132.2|12.5|2.0|absent |45879.15|416934.42
3558|1835|26-08-2024|170.7|22.3|3.2|absent |37427.5|805443.07
3559|1326|18-Apr-2023|148.6|24.8|4.7|Present|0|930988.22
3560|1027|February 11, 2020|143.0|24.4|1.9|Present|0|345399.44
3561|1031|2020-07-03|127.2|3.8|4.3|Present|0|642648.13
3562|1664|2024-03-02|196.9|12.7|3.7|Leave|0|935628.73
3563|1068|May 18, 2018|159.4|8.7||Remote|41488.27|733123.43
3564|1800|06-07-2024|121.4|18.6||absent |0|186802.23
3565|1729|22-Feb-2024|129.6|17.2||absent |0|481892.16
3566|1538|2019-12-22|187.8|3.3|3.8|Absent|0|584035.57
3567|1188|05/06/2016|182.3|17.6|3.4|Present|0|431036.28
3568|1828|January 19, 2021|126.6|0.1|4.8|absent |0|840179.14
3569|1175|June 20, 2020|121.0|24.5|2.3|absent |0|559849.57
3570|1345|16/05/19|123.9|4.3|3.8|Present|0|211284.45
3571|1714|28/06/20|163.3|3.6|2.7|Remote|0|319339.98
3572|1141|2024-01-26|127.5|5.3|2.4|Present|0|804594.41
3573|1241|19-07-2020|121.9|13.1|3.2|Present|0|
3574|1579|04/09/21|158.1|2.7|1.5|Present|0|862235.05
3575|1075|July 27, 2019|164.4|3.4|4.0|PRESENT|0|439747.32
3576|1279|04-Dec-2024|180.3|19.8|2.6|Present|0|210381.8
3577|1340|16-08-2021|170.6|24.7|2.6|Remote|0|164791.85
3578|1490|2018-12-11|147.3|23.6|4.1|PRESENT|0|804977.44
3579|1691|2021-11-12|187.6|12.3|4.0|Absent|0|660797.94
3580|1312|10-11-2020|149.0|6.6|4.0|Remote|0|312377.17
3581|1115|11/12/2024|175.9|13.4|4.8|Present|0|251142.69
3582|1038|05-Jul-2018|134.5|2.7|2.6|Present|0|802471.19
3583|1336|27-Sep-2018||24.0|2.1|Leave|38446.88|584335.66
3584|1672|05/05/2019|174.2|3.6|4.6|present|0|156418.09
3585|1086|February 09, 2021|165.3|14.6|2.5|Present|0|737128.44
3586|1590|09/04/2022|177.1|6.3|4.8|Leave|41073.53|642519.32
3587|1292|21/12/24|164.5|2.0|1.3|absent |0|182276.28
3588|1724|July 12, 2021|131.5|20.9|2.2|Remote|10548.5|251490.96
3589|1220|2020-05-03|167.9|3.7|1.7|Present|0|172139.62
3590|1051|January 18, 2024|129.0|11.9|1.5|Present|0|644288.28
3591|1844|13/05/22|147.3|8.3|2.7|Absent|42764.34|306952.44
3592|1424|08/26/2021|180.9|24.0|3.6|Leave|0|416182.47
3593|1240|23-Feb-2019|182.4|0.9|1.6|Present|47822.73|589736.21
3594|1727|05/22/2023|133.8||3.7|Present|0|290235.99
3595|1124|03/13/2021|185.6||3.1|Absent|0|943875.77
3596|1225|13-10-2019|190.5|13.8|2.2|Present|0|750915.75
3597|1530|05/02/16|183.1|19.0|1.6|Absent|3337.6|947018.3
3598|1826|16-Mar-2024|130.2|8.5|2.6|Present|0|193076.02
3599|1277|2019-07-16|120.4|18.4|2.7|Remote|0|602587.17
3600|1345|13/09/20|153.7|12.6|1.3|Remote|0|755105.3
3601|1226|December 20, 2020|148.1|16.1|3.5|Leave|0|590855.31
3602|1448|21/01/21|196.4|16.8|1.7|Present|0|566103.17
3603|1565|05/22/2023|160.9|2.2|3.2|Leave|0|688357.77
3604|1354|11-06-2024|180.4|5.5|2.0|PRESENT|4686.32|674996.13
3605|1414|05/15/2024|170.7|7.4|1.0|Present|47422.03|457547.78
3606|1147|06/14/2024||18.2|2.7|absent |0|682758.15
3607|1431|12/16/2023|186.6|9.0|1.8|Present|0|773156.69
3608|1293|13-08-2024|129.6|17.2|4.5|Present|0|611554.74
3609|1612|07/21/2022|-5.0|3.7|4.2|present|5224.88|279682.5
3610|1786|25-02-2017|170.9|13.8|2.1|Leave|0|179664.72
3611|1625|13-Sep-2018|197.7|21.4|3.8|Remote|37656.62|705683.57
3612|1049|21-09-2019|173.2|6.0|3.3|Present|49928.62|566636.88
3613|1535|16/09/23|168.4|21.5|1.8|Remote|0|432943.43
3614|1055|19-Dec-2022|195.1|3.7|4.1|Present|23235.96|696275.51
3615|1727|25-Oct-2023|122.4|25.0|4.3|PRESENT|0|766764.71
3616|1180|2019-02-22|186.2|23.2||Remote|17809.03|420125.51
3617|1277|08/06/2023|124.9|18.0|2.1|PRESENT|0|241026.23
3618|1210|24/09/21||22.8|5.0|Leave|0|939556.01
3619|1150|06/20/2022|-5.0||3.6|absent |0|701527.09
3620|1231|01/15/2022|144.4|10.3|4.7|Absent||181884.12
3621|1598|22-Aug-2024|175.2|7.6|3.0|Present|0|741855.02
3622|1282|03/25/2022|199.0|8.1|1.1|PRESENT|0|150123.68
3623|1202|03/08/2023|186.5||3.2|absent |0|587931.47
3624|1475|2017-04-14|151.4|0.2|2.5|Present|0|891594.01
3625|1134|23-06-2023|197.8|7.5|3.5|Present|0|823015.66
3626|1829|07/06/20|132.1|16.2|3.3|PRESENT|0|256379.69
3627|1693|25/03/24|173.4|8.1|4.3|Present|0|284054.83
3628|1632|05/17/2021|127.3|7.9|2.8|Present|0|265598.03
3629|1229|06/02/2020|136.2|5.2|1.6|Present|0|601293.35
3630|1453|10/03/24|147.9|18.4|3.5|Leave|25907.89|652651.48
3631|1245|16-Nov-2017|152.5|7.9|2.9|Present|43163.22|353630.53
3632|1177|07-Jun-2023|142.9|12.9|1.1|PRESENT|0|876937.92
3633|1108|2021-01-08|144.6|17.8|4.2|Leave|0|858149.07
3634|1550|17/09/22|188.0|5.7|3.4|Present|0|901018.79
3635|1028|16-01-2024|123.3|23.0|1.5|PRESENT|42248.65|733382.18
3636|1776|03/09/20|136.1|6.2|1.3|PRESENT|0|208956.85
3637|1714|10/05/2024|141.9|17.5|1.0|Present|0|194705.25
3638|1580|01-May-2024|197.0|14.1|3.8|Present|43007.09|748547.64
3639|1518|September 28, 2024|136.7|12.3||Present|0|183163.49
3640|1675|06/16/2024|128.3|0.6|1.0|Present|0|262094.58
3641|1830|2022-10-23|197.7|18.7|4.2|Absent|38075.5|745601.3
3642|1660|10/03/18|199.7|14.9|3.8|PRESENT|29078.31|
3643|1134|08/02/2023|140.7|0.3|4.9|Present|39782.48|836872.26
3644|1659|2024-06-20|129.8|20.5|2.1|Remote|0|455215.83
3645|1567|December 01, 2019|178.3|16.2|1.7|Leave|0|774438.04
3646|1338|September 09, 2016|173.2|9.2|1.6|absent |29225.15|293012.26
3647|1619|23-Aug-2021|154.0|24.9|3.1|PRESENT|0|530331.4
3648|1623|11/13/2017|167.8|16.4|5.0|Leave|0|908768.4
3649|1650|18/12/19|165.7|24.8|1.3|Remote|0|286608.47
3650|1672|19-05-2021|160.5|9.1|1.4|Absent|0|931711.07
3651|1444|12-Dec-2022|180.2||1.6|PRESENT|27021.83|842987.28
3652|1749|September 02, 2024|161.8|6.2|2.3|PRESENT|0|813422.53
3653|1252|14-Mar-2023|176.4|4.8|2.1|PRESENT|5459.2|533713.57
3654|1513|May 17, 2024|175.7|13.4|1.8|Present|0|428679.81
3655|1064|2024-09-20|146.0|21.0|3.7|Present|0|525652.86
3656|1610|April 15, 2019|173.7|8.2|2.1|Present|0|672094.87
3657|1558|11/23/2019|147.2|7.9|3.2|Present|0|600640.65
3658|1427|15/07/23|128.2|19.6|2.3|Remote|3536.78|806758.05
3659|1038|09-11-2018|151.7|24.3|4.2|absent |0|769791.42
3660|1492|January 03, 2020|144.8|23.3|1.5|absent |14393.91|786209.48
3661|1235|06-Nov-2017|197.7|11.3|2.5|Present|0|509702.05
3662|1633|23-Mar-2021||19.9|2.8|present|0|194275.12
3663|1172|2023-11-13|156.3|21.6|3.6|Present|0|898144.1
3664|1223|07/09/2024|157.0|17.2|3.8|PRESENT|0|618407.27
3665|1780|February 01, 2022|152.3|22.9|4.2|Absent|0|733310.43
3666|1324|2023-02-21|127.2|1.3|3.1|Present|0|523518.66
3667|1049|24-May-2024|132.6|4.8|3.2|Leave|14063.79|510874.67
3668|1542|2023-04-06|158.7|21.1|4.1|PRESENT|0|903548.98
3669|1004|06/28/2019|164.1|8.4|5.0|Present|0|337851.74
3670|1303|06-Jun-2023|139.7|18.9|1.9|Present|10008.25|496255.94
3671|1548|19-Mar-2022|176.1||4.8|PRESENT|0|339220.2
3672|1338|28/06/23|136.9|15.9|4.9|Present|0|863883.16
3673|1761|16/03/24|163.2|7.1|4.2|Present|0|257784.48
3674|1743|25/02/24|193.8|3.3|3.0|Remote|0|584746.8
3675|1421|December 28, 2019|166.8|2.6|2.4|Present|0|533066.09
3676|1512|October 19, 2021|172.4|6.6|3.1|Leave|0|476171.13
3677|1555|2022-08-19|137.9|18.8||Present|0|550459.6
3678|1482|19/06/21|184.1|7.0|3.5|Leave|0|758800.75
3679|1072|2021-01-20||18.7|1.8|present|29085.2|755656.03
3680|1747|01/05/24|174.2|20.5|2.8|Present|0|871165.31
3681|1556|2022-11-25|199.2|10.7|4.7|Present|0|783006.79
3682|1766|July 07, 2018|125.8|0.7|2.4|Present|0|211944.49
3683|1741|2021-03-27|149.9|9.9|2.5|Leave|0|488011.43
3684|1592|10/06/2020|170.5|24.1|3.5|Remote|12909.98|468869.27
3685|1443|2020-03-20|163.8|18.7|4.3|Present|0|485327.71
3686|1758|2019-11-07|162.9|3.0|5.0|Present|0|245962.6
3687|1043|23-Aug-2019|175.9|5.9|2.7|absent |48698.56|812090.43
3688|1591|20-05-2016|171.7|13.3|2.9|absent |741.99|534272.7
3689|1383|07-05-2017|125.2|4.5|1.6|Present|25652.55|727625.74
3690|1287|2024-02-05|181.1|2.6||Present|0|658775.09
3691|1203|06-02-2021|124.2|10.9|4.9|absent |0|308436.32
3692|1803|10-May-2016|192.6|5.5|2.8|Remote|37130.26|197656.95
3693|1201|02/05/18|156.6|12.3|2.3|Remote|0|242141.56
3694|1389|25-01-2024|142.2||4.0|Absent|41060.97|723725.6
3695|1526|2016-10-19|148.1|0.4|2.6|PRESENT|0|219193.57
3696|1483|18-Mar-2024|195.7|5.9|2.9|PRESENT|0|164357.14
3697|1263|22-May-2022|189.2|5.0||Present|0|248085.85
3698|1746|06/27/2020|186.8|17.1|3.6|Present||329109.13
3699|1628|December 05, 2023|152.7|7.8|1.9|Leave|0|737044.5
3700|1118|12-02-2024|173.0|12.4|1.9|PRESENT|3267.11|569094.84
3701|1108|08/11/2023|129.4|16.2|5.0|Present|0|553280.66
3702|1332|July 28, 2020|125.5|22.6|1.9|Present||804017.09
3703|1319|May 16, 2021|145.5|8.0|2.1|PRESENT|0|848040.24
3704|1781|25/02/24|132.0|2.5|2.7|present|0|497982.86
3705|1322|07-Jun-2022|-5.0|9.5|3.7|Present|0|
3706|1018|25/02/23|195.8|14.2|3.1|Remote|0|311327.85
3707|1513|03-Feb-2020|180.5|9.2|1.1|Remote|0|677759.47
3708|1475|04-06-2020|135.5|12.1||PRESENT|0|395009.48
3709|1663|21-12-2022|149.6|24.9||Leave|16160.14|532359.44
3710|1224|04-May-2016|130.6|8.9|4.5|present|0|605663.22
3711|1839|18-04-2022|173.2|19.1|2.2|Absent|0|487383.05
3712|1194|05/05/2020|120.8|3.3|1.7|Present|0|201211.6
3713|1053|01/08/2022|188.4|22.3|2.6|Present|0|818030.78
3714|1610|2023-08-28|199.7|20.0|1.5|Present|0|633680.31
3715|1421|July 12, 2018|149.7|8.6|2.7|Leave|20272.27|723968.68
3716|1799|10-Nov-2020|178.0|11.5|2.9|Present|0|706789.05
3717|1441|October 13, 2019|171.0|12.4|4.5|absent |37731.85|
3718|1068|21-Dec-2023|187.0|10.7|4.0|Present|45435.24|310051.33
3719|1173|March 04, 2020|193.1|12.4|2.3|Leave|0|461679.82
3720|1807|10/03/22|158.1|1.4||Present|0|891410.83
3721|1286|11/06/2021|175.5|23.9|1.9|Absent|15307.13|
3722|1263|22-05-2023|188.9|17.7|4.3|Present|6305.44|389309.8
3723|1118|February 18, 2021|195.9|24.2|1.6|Leave|0|857038.57
3724|1713|2023-05-25|133.3|4.9|4.6|Present|0|309275.81
3725|1277|07-Dec-2016|162.1|23.4|1.1|Present|0|824266.02
3726|1126|18-May-2022|174.0|21.3|1.1|Present|0|307374.51
3727|1213|March 07, 2023|133.8|19.8|4.2|Absent|0|881439.66
3728|1150|12/05/2018|123.8|12.8|2.0|Leave|0|523072.36
3729|1673|2024-04-08|170.2|6.1|2.6|PRESENT|0|323043.02
3730|1794|14-May-2022|162.6|20.7|2.9|Present|39108.77|265481.93
3731|1647|06-Jul-2020|123.8|5.6|1.1|Present|0|400658.29
3732|1365|05/10/24||2.6||Leave|27226.61|656443.16
3733|1131|24-Feb-2024|124.1|14.9|3.1|Absent|47994.42|904251.31
